record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
87938,Darrang,26.036604,93.911329,16.51,1.64,39.56,106.33,442.53,0.259,sandy_loam,alluvium,forest,0.72,0.824,9.073,0,0.127,1,16.4,Low
87939,Cachar,24.799433,94.896171,578.57,8.96,74.62,206.75,456.35,0.365,lateritic,weathered_mixed_rock,forest,0.635,0.605,3.463,0,0.266,0,44.58,Moderate
87940,West Karbi Anglong,26.95286,90.512257,531.41,10.46,45.7,173.6,647.5,0.163,clayey,alluvium,grassland,0.569,0.335,0.623,0,0.236,0,37.08,Moderate
87941,Golaghat,27.707064,92.328805,37.33,2.08,173.18,387.66,1039.44,0.378,alluvial,gneiss,built_up,0.704,5.984,4.629,0,0.196,0,46.58,Moderate
87942,Goalpara,24.386213,95.543955,626.27,15.35,27.55,131.25,416.84,0.271,clayey,alluvium,grassland,0.508,0.304,1.514,1,0.356,0,50.16,High
87943,Udalguri,24.601315,95.472399,771.45,27.68,19.77,174.59,634.62,0.352,clayey,gneiss,forest,0.604,2.348,3.124,1,0.391,1,65.32,High
87944,Dima Hasao,24.423249,91.218592,201.27,25.31,67.43,248.69,446.41,0.477,clayey,weathered_mixed_rock,shrubland,0.722,4.623,1.629,0,0.125,1,66.91,High
87945,Hailakandi,26.371823,90.976749,314.45,14.14,60.41,176.26,488.99,0.328,clayey,sandstone,grassland,0.615,0.19,1.614,0,0.201,0,48.04,Moderate
87946,Dima Hasao,27.013044,95.334992,387.38,12.52,37.73,181.28,317.36,0.394,alluvial,shale,cropland,0.733,2.539,0.755,1,0.222,1,51.35,High
87947,Jorhat,27.56159,91.780857,10.83,4.38,160.3,297.04,1034.4,0.383,lateritic,gneiss,shrubland,0.654,1.973,2.537,0,0.231,1,44.68,Moderate
87948,West Karbi Anglong,24.404337,95.910301,666.7,5.24,231.96,472.11,1200.0,0.562,weathered_rock,gneiss,cropland,0.631,0.977,3.633,1,0.384,1,70.46,High
87949,Karbi Anglong,27.627061,92.381345,592.61,29.93,57.57,229.99,753.0,0.464,lateritic,sandstone,bare_land,0.838,0.365,1.568,1,0.082,1,73.1,High
87950,Dhubri,27.513354,90.233777,46.84,3.85,42.81,143.87,332.31,0.229,clayey,alluvium,grassland,0.58,0.032,0.712,0,0.431,0,25.79,Moderate
87951,Dima Hasao,26.331507,92.258247,628.22,10.02,31.42,150.33,260.02,0.293,lateritic,alluvium,forest,0.542,6.044,1.51,0,0.289,1,32.59,Moderate
87952,Karbi Anglong,27.148924,91.270497,253.54,13.89,25.14,128.66,451.75,0.375,clayey,shale,forest,0.659,0.934,1.215,1,0.148,1,49.68,Moderate
87953,West Karbi Anglong,25.79484,90.268642,427.59,17.6,132.45,253.44,784.34,0.495,alluvial,weathered_mixed_rock,grassland,0.611,5.502,1.527,0,0.369,1,62.47,High
87954,Nagaon,24.207889,94.568494,179.44,1.04,60.4,229.6,440.98,0.39,sandy_loam,shale,forest,0.544,3.17,1.162,0,0.265,0,28.64,Moderate
87955,Dhemaji,27.120301,92.53481,129.6,1.87,40.84,189.97,702.59,0.333,weathered_rock,alluvium,forest,0.584,3.235,1.226,0,0.109,1,23.54,Low
87956,Karimganj,25.183593,95.799752,604.38,9.94,92.34,300.1,1088.21,0.379,lateritic,gneiss,forest,0.659,0.343,0.57,0,0.233,1,54.41,High
87957,Lakhimpur,24.435973,95.278589,32.84,4.1,10.83,44.51,181.73,0.314,colluvial,gneiss,built_up,0.456,0.189,0.406,0,0.456,0,20.97,Low
87958,West Karbi Anglong,24.577805,93.505938,567.63,15.96,53.94,204.39,683.72,0.347,lateritic,granite,forest,0.401,1.552,1.134,1,0.607,1,57.81,High
87959,Karbi Anglong,26.456973,90.563961,401.32,12.31,58.77,236.39,745.56,0.229,colluvial,weathered_mixed_rock,forest,0.674,4.018,2.014,0,0.129,1,43.4,Moderate
87960,Dibrugarh,25.688022,94.7411,77.72,7.97,46.32,109.49,348.08,0.245,sandy_loam,sandstone,forest,0.414,0.34,2.989,0,0.832,1,29.47,Moderate
87961,Chirang,25.621516,89.978276,32.08,8.88,63.37,197.34,370.29,0.423,clayey,alluvium,forest,0.527,0.584,3.328,0,0.452,1,40.84,Moderate
87962,Kokrajhar,24.703576,90.458762,84.17,4.91,81.82,217.06,743.64,0.222,sandy_loam,gneiss,grassland,0.773,1.19,1.213,0,0.349,1,31.05,Moderate
87963,Sivasagar,25.128281,95.882569,134.26,3.99,25.28,51.51,239.38,0.407,lateritic,weathered_mixed_rock,forest,0.586,0.413,0.658,0,0.028,0,21.36,Low
87964,Jorhat,25.235552,95.880984,13.27,1.7,52.73,126.47,414.45,0.255,clayey,alluvium,grassland,0.436,1.946,2.363,0,0.443,0,19.43,Low
87965,Sonitpur,27.730792,94.268343,987.09,6.72,123.9,309.47,1096.17,0.456,alluvial,alluvium,forest,0.635,0.907,1.234,1,0.172,1,57.9,High
87966,Tinsukia,27.008855,93.993754,73.73,2.22,83.9,180.66,676.97,0.359,clayey,weathered_mixed_rock,forest,0.563,11.519,9.087,0,0.438,0,28.12,Moderate
87967,Dima Hasao,25.463224,92.238663,202.34,33.4,57.71,172.27,567.53,0.259,clayey,gneiss,forest,0.657,0.691,2.49,1,0.214,1,69.8,High
87968,Cachar,26.325234,91.533044,128.88,2.42,127.42,429.62,1200.0,0.412,lateritic,gneiss,bare_land,0.556,0.302,0.665,0,0.601,1,58.55,High
87969,Goalpara,24.886805,95.892562,314.76,42.13,117.07,215.0,600.68,0.292,clayey,alluvium,grassland,0.603,0.172,2.691,0,0.477,1,78.26,Very High
87970,Biswanath,26.995956,90.960029,24.65,3.04,56.59,225.78,755.33,0.304,clayey,alluvium,bare_land,0.795,2.45,0.19,0,0.075,0,29.08,Moderate
87971,Hailakandi,26.76234,92.055211,230.37,9.59,132.84,299.92,818.63,0.481,colluvial,weathered_mixed_rock,cropland,0.695,0.432,0.348,1,0.136,1,63.23,High
87972,Cachar,26.737703,91.051067,318.86,31.85,37.82,168.13,672.21,0.412,alluvial,shale,cropland,0.648,1.828,1.616,0,0.377,1,67.13,High
87973,Kamrup Metropolitan,25.769004,94.585118,130.46,16.13,99.7,515.2,1200.0,0.497,alluvial,alluvium,cropland,0.526,0.067,0.327,1,0.42,1,77.22,Very High
87974,Hailakandi,26.023904,91.329304,949.16,14.84,98.43,245.12,889.93,0.439,clayey,weathered_mixed_rock,bare_land,0.735,1.879,0.562,1,0.158,0,62.36,High
87975,Dima Hasao,24.243651,91.962188,234.75,40.26,45.37,164.05,498.08,0.289,sandy_loam,alluvium,built_up,0.754,1.499,1.08,0,0.178,1,72.06,High
87976,Nalbari,25.291836,91.854213,58.03,2.42,148.77,382.75,847.06,0.42,alluvial,gneiss,forest,0.563,0.575,3.911,0,0.576,1,51.03,High
87977,Bongaigaon,27.016013,93.444424,97.36,1.54,56.93,124.01,479.51,0.241,alluvial,gneiss,cropland,0.634,2.032,3.825,0,0.255,0,17.63,Low
87978,Dima Hasao,27.862018,95.391461,561.98,6.23,37.28,199.81,405.58,0.33,alluvial,shale,forest,0.796,0.84,6.339,1,0.202,0,42.82,Moderate
87979,Kamrup,25.189302,92.08505,937.52,15.18,72.71,203.71,348.83,0.37,weathered_rock,sandstone,built_up,0.442,3.304,3.294,0,0.487,1,51.77,High
87980,Dhemaji,27.73736,95.734636,70.36,2.48,42.07,135.96,382.77,0.365,sandy_loam,gneiss,shrubland,0.515,1.787,2.935,0,0.488,0,23.31,Low
87981,Udalguri,24.166761,93.597698,992.71,19.78,45.94,164.82,704.57,0.214,clayey,sandstone,forest,0.616,4.845,2.07,0,0.369,0,47.11,Moderate
87982,Cachar,27.235763,93.457604,336.28,10.35,65.87,183.27,861.49,0.357,sandy_loam,alluvium,shrubland,0.731,4.288,0.733,0,0.08,0,39.36,Moderate
87983,Golaghat,26.619271,95.25938,51.56,1.29,78.13,146.86,468.76,0.429,clayey,shale,bare_land,0.418,0.103,0.819,0,0.546,0,33.0,Moderate
87984,Udalguri,27.287691,92.335023,714.44,5.26,48.21,189.73,477.61,0.402,alluvial,weathered_mixed_rock,forest,0.707,3.547,0.07,0,0.075,1,35.16,Moderate
87985,West Karbi Anglong,28.055472,92.389178,301.06,37.93,81.03,126.52,283.92,0.347,lateritic,sandstone,cropland,0.811,3.422,11.026,0,0.15,0,69.43,High
87986,Udalguri,27.206213,95.542002,612.27,8.48,88.74,305.06,735.93,0.388,weathered_rock,weathered_mixed_rock,forest,0.583,2.826,0.911,1,0.252,1,57.84,High
87987,West Karbi Anglong,24.749146,90.753341,588.66,5.54,86.53,403.11,1179.25,0.576,colluvial,sandstone,bare_land,0.576,3.684,0.6,0,0.218,0,58.74,High
87988,Darrang,27.938071,90.588847,55.92,4.53,58.08,166.11,323.25,0.263,colluvial,sandstone,built_up,0.513,1.279,0.677,0,0.21,1,27.62,Moderate
87989,Sivasagar,27.136281,92.504233,51.54,1.82,78.6,255.27,566.43,0.279,sandy_loam,granite,grassland,0.558,2.03,2.758,0,0.285,0,28.97,Moderate
87990,West Karbi Anglong,25.13297,91.724925,285.55,7.85,76.31,203.99,366.52,0.427,alluvial,gneiss,forest,0.817,2.153,2.602,1,0.149,1,48.19,Moderate
87991,West Karbi Anglong,24.896962,95.587038,930.56,20.21,93.48,242.8,894.13,0.33,lateritic,alluvium,forest,0.594,8.701,0.02,0,0.194,1,59.04,High
87992,Tinsukia,26.896938,95.845318,15.03,0.77,49.51,116.33,365.57,0.412,lateritic,weathered_mixed_rock,forest,0.479,0.938,3.515,0,0.356,0,22.8,Low
87993,Kamrup,25.668757,91.353307,570.39,18.63,71.17,226.18,830.8,0.316,weathered_rock,shale,shrubland,0.513,0.164,1.269,0,0.288,0,58.72,High
87994,Karbi Anglong,24.913605,90.599769,629.65,9.28,42.05,165.0,407.92,0.298,sandy_loam,gneiss,cropland,0.556,0.514,1.579,0,0.474,1,38.65,Moderate
87995,Kamrup,24.243999,90.509047,207.07,27.29,37.38,161.22,357.65,0.359,weathered_rock,weathered_mixed_rock,cropland,0.682,2.316,1.93,0,0.139,1,60.9,High
87996,Biswanath,27.487729,94.598457,68.95,0.21,176.42,488.04,1200.0,0.456,colluvial,shale,forest,0.508,4.33,0.412,0,0.655,1,58.9,High
87997,Goalpara,25.072927,92.814449,154.91,13.85,73.89,258.67,686.29,0.442,alluvial,weathered_mixed_rock,shrubland,0.517,0.02,0.848,0,0.228,0,57.8,High
87998,Udalguri,24.244635,92.976471,536.35,2.36,65.99,145.08,602.98,0.347,sandy_loam,sandstone,grassland,0.566,0.376,3.462,1,0.401,0,38.35,Moderate
87999,Cachar,24.640595,95.444511,458.94,28.28,126.34,307.78,496.18,0.513,colluvial,alluvium,built_up,0.623,1.389,2.752,0,0.246,1,75.2,Very High
88000,Barpeta,26.193609,95.008012,64.42,0.44,154.76,543.87,1200.0,0.481,alluvial,granite,forest,0.773,0.996,1.124,0,0.202,0,57.43,High
88001,West Karbi Anglong,27.519402,93.575319,682.02,15.35,54.34,209.43,565.42,0.341,lateritic,sandstone,forest,0.617,5.336,3.845,0,0.246,1,47.07,Moderate
88002,West Karbi Anglong,26.75976,92.548332,181.71,9.85,43.86,141.77,355.78,0.323,sandy_loam,weathered_mixed_rock,cropland,0.678,1.3,3.635,1,0.2,1,44.26,Moderate
88003,Sivasagar,25.568944,95.548954,105.97,2.1,143.63,275.15,742.17,0.207,weathered_rock,weathered_mixed_rock,grassland,0.605,0.921,0.454,0,0.19,1,38.19,Moderate
88004,Dima Hasao,25.048534,90.84181,976.17,26.39,65.68,245.01,603.75,0.413,sandy_loam,gneiss,forest,0.572,4.946,0.472,0,0.298,1,66.42,High
88005,Majuli,27.084851,91.336443,11.62,6.74,49.12,134.08,411.24,0.27,sandy_loam,shale,bare_land,0.464,0.431,2.23,0,0.697,0,31.07,Moderate
88006,Udalguri,27.408844,93.337435,524.13,27.0,44.02,112.99,205.26,0.287,clayey,alluvium,shrubland,0.643,3.584,0.059,0,0.211,1,55.95,High
88007,Golaghat,24.235342,93.602411,57.65,4.99,20.66,103.75,286.51,0.391,weathered_rock,shale,grassland,0.668,0.266,0.02,0,0.197,1,28.81,Moderate
88008,Darrang,24.937931,90.991697,76.79,5.55,63.12,270.84,904.75,0.187,alluvial,shale,forest,0.608,0.597,0.994,0,0.354,1,34.77,Moderate
88009,Jorhat,25.825042,94.746505,37.5,5.87,52.93,114.8,499.25,0.364,alluvial,weathered_mixed_rock,cropland,0.867,0.487,0.978,0,0.07,0,28.02,Moderate
88010,Hailakandi,28.060099,90.99419,293.9,25.21,99.42,306.33,591.13,0.313,clayey,shale,cropland,0.599,0.082,0.191,0,0.433,1,70.96,High
88011,Kamrup Metropolitan,24.177474,90.326855,152.32,27.52,71.41,180.23,430.84,0.252,sandy_loam,shale,shrubland,0.715,4.54,1.007,0,0.166,1,60.23,High
88012,Sonitpur,24.304098,89.822029,325.71,7.49,27.45,143.37,498.25,0.276,colluvial,gneiss,forest,0.481,1.877,0.85,0,0.359,0,31.45,Moderate
88013,Chirang,27.504236,91.059175,48.65,7.49,63.59,242.17,698.87,0.444,sandy_loam,alluvium,forest,0.727,1.228,4.688,0,0.435,1,40.59,Moderate
88014,Dima Hasao,26.519916,94.361918,418.15,6.34,187.04,520.75,1200.0,0.518,alluvial,weathered_mixed_rock,bare_land,0.592,1.24,2.658,1,0.261,1,71.15,High
88015,Dima Hasao,25.691762,94.970519,398.7,42.47,65.93,135.66,449.69,0.415,clayey,shale,cropland,0.537,0.707,8.599,0,0.495,1,75.95,Very High
88016,Lakhimpur,27.463228,92.40447,18.46,5.88,76.87,161.11,471.26,0.339,sandy_loam,shale,grassland,0.482,4.719,0.684,0,0.37,1,31.0,Moderate
88017,Cachar,27.967799,91.087687,211.33,20.94,44.81,183.56,589.5,0.497,lateritic,alluvium,forest,0.58,2.432,1.698,0,0.121,1,56.37,High
88018,Biswanath,26.366127,92.518209,87.35,6.87,86.62,238.09,782.48,0.394,clayey,weathered_mixed_rock,grassland,0.569,1.25,2.666,0,0.378,1,42.09,Moderate
88019,Karbi Anglong,26.024822,90.920691,384.87,12.69,56.63,129.17,368.23,0.309,weathered_rock,shale,cropland,0.427,1.367,0.02,0,0.579,1,45.41,Moderate
88020,Udalguri,28.183164,92.463868,259.88,18.33,66.17,148.68,443.32,0.374,colluvial,weathered_mixed_rock,forest,0.742,0.584,3.077,0,0.184,0,52.81,High
88021,Goalpara,25.513236,93.78975,205.72,15.8,76.22,224.49,493.09,0.548,clayey,gneiss,shrubland,0.544,1.969,1.778,1,0.498,1,63.2,High
88022,Dima Hasao,27.854922,91.79321,860.9,13.73,44.42,201.72,443.98,0.384,clayey,alluvium,forest,0.554,2.035,0.081,1,0.197,1,54.82,High
88023,Dhubri,24.151068,91.428214,96.77,10.54,18.62,99.79,393.88,0.219,clayey,weathered_mixed_rock,shrubland,0.476,0.24,1.156,0,0.312,1,29.6,Moderate
88024,Jorhat,25.037052,95.915621,106.01,2.08,46.92,113.85,436.09,0.298,weathered_rock,alluvium,cropland,0.813,1.399,2.921,0,0.057,1,19.02,Low
88025,Jorhat,26.577392,93.439862,110.41,4.02,30.23,143.84,509.3,0.218,clayey,granite,shrubland,0.648,0.724,0.621,0,0.156,0,22.39,Low
88026,Lakhimpur,28.124472,90.111095,42.54,1.16,29.73,143.24,497.56,0.286,clayey,sandstone,forest,0.864,0.236,0.357,0,0.088,1,21.47,Low
88027,Dima Hasao,28.295058,91.910611,497.35,21.92,59.55,132.18,293.39,0.3,colluvial,alluvium,forest,0.777,7.275,0.208,0,0.2,1,51.55,High
88028,Goalpara,25.552962,90.018297,107.65,20.39,32.64,73.86,331.89,0.322,lateritic,sandstone,forest,0.694,10.514,2.489,0,0.288,0,42.59,Moderate
88029,Dibrugarh,25.078824,90.129283,87.71,7.87,59.4,241.37,890.49,0.461,sandy_loam,weathered_mixed_rock,forest,0.581,6.105,3.256,0,0.201,1,39.43,Moderate
88030,Karbi Anglong,25.510074,90.719341,323.13,44.98,26.34,180.4,392.66,0.314,weathered_rock,gneiss,forest,0.65,3.377,0.447,0,0.177,1,77.04,Very High
88031,Udalguri,25.906783,90.323477,446.91,18.75,62.72,344.0,1048.02,0.426,clayey,alluvium,forest,0.529,6.5,0.281,0,0.33,1,64.74,High
88032,Dhubri,26.568256,94.785977,71.68,4.49,33.49,98.48,352.13,0.337,weathered_rock,granite,grassland,0.427,0.314,2.708,0,0.345,0,24.56,Low
88033,Dibrugarh,28.180253,94.455054,21.37,7.51,185.5,282.72,772.42,0.287,sandy_loam,alluvium,cropland,0.675,0.493,0.05,0,0.078,0,49.47,Moderate
88034,Kamrup Metropolitan,28.290998,95.058761,242.77,5.37,84.2,305.33,1111.62,0.45,sandy_loam,alluvium,forest,0.669,4.272,1.555,0,0.134,1,44.54,Moderate
88035,West Karbi Anglong,28.065359,91.126842,373.67,14.93,101.12,338.38,1200.0,0.491,sandy_loam,granite,forest,0.667,0.695,0.29,1,0.226,1,68.1,High
88036,Sonitpur,27.090876,91.068676,936.43,21.93,78.93,281.96,1043.0,0.419,alluvial,sandstone,shrubland,0.319,1.869,2.868,1,0.673,1,69.07,High
88037,Dhemaji,27.899028,94.97852,22.55,4.45,16.37,55.05,355.99,0.25,lateritic,alluvium,grassland,0.586,4.107,3.784,0,0.323,0,14.77,Low
88038,Sonitpur,26.378354,95.993315,244.55,12.73,58.52,263.69,524.87,0.407,sandy_loam,gneiss,forest,0.48,2.395,0.577,0,0.371,1,52.07,High
88039,Dibrugarh,24.893217,93.912338,69.07,4.51,50.06,128.04,495.44,0.392,alluvial,shale,forest,0.65,4.819,0.931,0,0.129,0,24.45,Low
88040,West Karbi Anglong,24.556291,95.363145,323.47,8.3,34.21,109.6,429.67,0.392,weathered_rock,gneiss,cropland,0.627,1.069,3.123,0,0.157,0,33.47,Moderate
88041,Kamrup,25.085586,93.309689,207.35,18.51,172.28,516.04,1125.15,0.565,alluvial,sandstone,shrubland,0.425,0.027,1.047,1,0.521,1,80.14,Very High
88042,Kamrup Metropolitan,26.209647,95.078898,160.92,15.55,87.7,290.76,854.41,0.447,clayey,alluvium,shrubland,0.506,1.551,2.949,1,0.549,0,64.9,High
88043,Dima Hasao,27.044376,93.216434,336.28,11.43,99.28,203.87,520.58,0.416,sandy_loam,shale,cropland,0.533,1.82,0.02,0,0.487,1,52.13,High
88044,Karbi Anglong,25.436474,91.97917,537.53,15.61,32.97,119.46,291.46,0.248,lateritic,alluvium,shrubland,0.65,3.429,0.335,0,0.315,1,39.19,Moderate
88045,West Karbi Anglong,25.399658,92.687228,206.48,8.34,89.29,323.8,1003.83,0.523,alluvial,alluvium,built_up,0.672,1.824,1.145,0,0.54,1,55.93,High
88046,Dima Hasao,25.946015,90.872193,478.07,40.97,56.64,208.59,437.67,0.427,colluvial,alluvium,cropland,0.602,2.345,0.544,1,0.212,1,79.03,Very High
88047,West Karbi Anglong,25.684714,94.895422,95.53,1.42,66.14,218.3,474.89,0.398,weathered_rock,weathered_mixed_rock,bare_land,0.729,3.137,1.908,0,0.153,1,34.02,Moderate
88048,Kamrup,25.294602,93.417881,168.25,15.44,68.19,195.28,514.66,0.409,clayey,gneiss,grassland,0.709,0.964,3.836,0,0.168,1,51.53,High
88049,Kamrup,24.896682,95.725148,233.37,17.49,41.56,187.22,674.44,0.284,alluvial,weathered_mixed_rock,cropland,0.699,2.236,3.389,0,0.174,1,47.1,Moderate
88050,West Karbi Anglong,24.74481,91.465003,1105.41,29.93,97.17,343.15,1018.06,0.407,weathered_rock,shale,built_up,0.61,4.239,0.232,0,0.335,1,76.64,Very High
88051,Karimganj,24.071217,93.562311,499.17,12.06,55.04,174.74,614.52,0.331,sandy_loam,sandstone,built_up,0.557,4.92,0.328,0,0.269,0,42.14,Moderate
88052,Goalpara,24.793572,89.844875,162.84,20.69,89.81,247.25,810.89,0.416,colluvial,sandstone,grassland,0.635,2.12,0.624,0,0.286,1,62.95,High
88053,Sonitpur,28.116146,92.65274,500.44,14.22,37.62,91.62,240.15,0.363,clayey,weathered_mixed_rock,grassland,0.483,1.23,0.037,1,0.542,1,51.2,High
88054,Dima Hasao,24.983396,90.448962,229.06,12.19,192.86,589.55,1200.0,0.595,alluvial,weathered_mixed_rock,forest,0.65,0.433,0.187,1,0.388,1,76.87,Very High
88055,Hailakandi,26.406638,90.626523,560.17,13.7,66.79,193.87,669.35,0.356,colluvial,granite,forest,0.545,7.405,2.965,0,0.184,1,45.26,Moderate
88056,Kamrup,27.43315,91.9922,410.24,6.73,143.98,242.52,796.54,0.433,alluvial,granite,shrubland,0.682,0.605,0.14,1,0.25,1,56.23,High
88057,West Karbi Anglong,26.531403,89.96459,130.23,19.09,183.5,309.9,803.69,0.437,alluvial,weathered_mixed_rock,cropland,0.358,4.021,0.972,0,0.793,1,68.72,High
88058,Karbi Anglong,27.586889,92.67151,346.19,11.58,73.82,291.78,1045.94,0.417,alluvial,sandstone,forest,0.704,5.612,0.549,0,0.166,0,51.51,High
88059,Karbi Anglong,24.677585,90.586374,269.33,7.76,55.66,206.22,663.5,0.422,lateritic,shale,cropland,0.556,1.022,0.898,0,0.447,1,44.65,Moderate
88060,Goalpara,27.900611,93.338747,263.23,48.0,22.47,103.83,336.76,0.419,lateritic,shale,bare_land,0.732,5.29,0.42,0,0.247,1,75.69,Very High
88061,Dima Hasao,24.962333,91.98228,166.09,16.42,84.56,183.69,386.03,0.375,alluvial,alluvium,cropland,0.657,1.649,0.857,0,0.202,1,51.08,High
88062,West Karbi Anglong,27.764312,93.324404,122.05,9.35,128.3,419.54,907.54,0.463,colluvial,granite,forest,0.539,0.02,0.346,0,0.555,1,66.48,High
88063,Dhemaji,25.357399,91.898716,67.18,3.16,118.47,418.14,1200.0,0.651,alluvial,weathered_mixed_rock,grassland,0.637,1.357,3.205,0,0.287,0,57.22,High
88064,Karbi Anglong,27.007122,94.600418,267.78,6.16,88.4,319.68,537.06,0.407,weathered_rock,alluvium,forest,0.54,0.869,0.581,0,0.313,1,51.27,High
88065,Dima Hasao,24.78714,92.062257,332.46,11.07,121.98,283.43,775.25,0.59,sandy_loam,weathered_mixed_rock,forest,0.627,0.418,0.11,0,0.103,1,61.37,High
88066,Dima Hasao,25.972127,94.004793,812.75,20.06,320.0,650.0,1200.0,0.589,lateritic,shale,forest,0.583,2.266,3.686,0,0.366,1,81.47,Very High
88067,Majuli,27.184772,91.843251,86.84,2.32,44.34,183.12,656.4,0.269,lateritic,gneiss,forest,0.788,3.121,0.136,0,0.051,1,22.86,Low
88068,Dima Hasao,26.526942,95.562218,332.81,38.85,42.12,158.82,353.78,0.414,alluvial,weathered_mixed_rock,cropland,0.641,0.266,1.957,1,0.247,1,75.42,Very High
88069,Hailakandi,25.74314,95.972673,391.5,20.31,54.84,174.64,335.37,0.403,alluvial,sandstone,forest,0.378,4.37,2.523,0,0.549,0,54.25,High
88070,Kamrup,26.224677,94.931478,343.57,22.62,81.07,278.62,801.21,0.342,alluvial,weathered_mixed_rock,cropland,0.717,3.72,0.445,0,0.29,1,64.35,High
88071,Karimganj,26.081579,90.634774,374.98,23.53,46.12,137.84,475.21,0.307,alluvial,shale,built_up,0.589,4.603,0.735,0,0.458,1,54.31,High
88072,Baksa,26.734892,92.56152,45.88,5.2,44.16,82.12,171.42,0.366,alluvial,shale,shrubland,0.553,1.475,0.02,0,0.358,0,25.55,Moderate
88073,West Karbi Anglong,26.331732,93.363539,301.54,20.0,95.33,324.63,609.17,0.464,clayey,gneiss,forest,0.712,1.74,2.366,1,0.069,1,69.91,High
88074,Dima Hasao,28.062245,92.838953,713.78,17.55,198.75,625.65,1200.0,0.606,weathered_rock,shale,forest,0.623,5.279,1.47,0,0.184,1,79.22,Very High
88075,Hailakandi,24.928701,90.87821,303.46,29.32,43.59,114.65,321.34,0.461,sandy_loam,granite,shrubland,0.661,2.248,3.1,0,0.474,1,62.34,High
88076,Dima Hasao,25.538307,92.279274,211.28,19.32,67.54,232.66,637.66,0.398,lateritic,alluvium,forest,0.569,1.749,1.601,1,0.453,1,63.28,High
88077,Morigaon,27.289215,93.190752,71.19,3.13,50.9,137.98,456.34,0.345,clayey,granite,forest,0.727,1.539,0.083,0,0.08,0,24.69,Low
88078,Lakhimpur,28.009038,92.066129,26.15,2.56,129.38,455.87,1198.73,0.36,weathered_rock,shale,forest,0.426,5.123,2.359,0,0.593,1,52.91,High
88079,Karimganj,28.23172,92.513371,806.54,4.3,24.38,129.1,296.81,0.166,clayey,sandstone,shrubland,0.624,1.87,1.055,1,0.242,1,29.79,Moderate
88080,Kamrup Metropolitan,28.286298,92.48289,591.11,10.73,162.85,346.66,823.04,0.483,lateritic,gneiss,cropland,0.621,8.897,1.237,0,0.361,1,61.68,High
88081,Cachar,27.523248,94.688956,341.11,26.51,90.3,314.43,1035.44,0.378,alluvial,gneiss,shrubland,0.686,7.952,0.593,0,0.273,1,70.28,High
88082,Goalpara,26.944552,89.86466,208.4,15.3,32.4,119.63,457.49,0.404,alluvial,alluvium,shrubland,0.5,5.009,5.619,0,0.384,0,40.74,Moderate
88083,Karbi Anglong,24.220119,93.508457,177.54,18.7,101.76,186.22,655.72,0.358,alluvial,weathered_mixed_rock,shrubland,0.649,2.202,2.843,0,0.21,1,54.68,High
88084,Goalpara,25.075909,95.145296,678.35,20.79,28.48,90.65,315.64,0.284,alluvial,granite,grassland,0.529,3.625,0.733,0,0.411,0,44.53,Moderate
88085,South Salmara-Mankachar,27.609838,90.084554,44.32,2.55,56.57,195.82,399.58,0.391,clayey,sandstone,shrubland,0.749,1.349,1.005,0,0.128,0,29.03,Moderate
88086,Lakhimpur,27.867353,89.980065,19.39,3.24,34.4,79.78,275.2,0.298,colluvial,sandstone,shrubland,0.724,2.666,4.588,0,0.044,0,16.87,Low
88087,Dima Hasao,27.377744,90.917071,150.84,24.91,66.31,176.21,462.53,0.293,sandy_loam,shale,forest,0.573,2.617,5.14,0,0.372,1,58.12,High
88088,Dhemaji,24.24011,90.002866,77.31,2.04,21.69,136.38,493.48,0.239,alluvial,alluvium,forest,0.634,7.735,1.964,0,0.142,1,15.79,Low
88089,Dima Hasao,25.086948,91.276049,204.95,14.76,64.08,183.57,644.27,0.344,colluvial,weathered_mixed_rock,grassland,0.67,1.342,1.87,0,0.143,0,48.78,Moderate
88090,Hailakandi,25.642382,94.696515,230.7,10.24,56.48,106.66,344.92,0.385,weathered_rock,weathered_mixed_rock,forest,0.51,0.653,3.173,1,0.214,1,46.8,Moderate
